Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1995-05-26,1995,5,26,Friday,21,1995-21,876.26,876.26,870.04,871.87,302720000,871.87,-0.0062121143499890286,865.6014285714288,836.8570000000003
1995-05-30,1995,5,30,Tuesday,22,1995-22,872.77,873.7,857.74,858.7,320360000,858.7,-0.01510544345362641,866.3535714285716,837.8644000000002
1995-05-31,1995,5,31,Wednesday,22,1995-22,859.17,864.58,851.72,864.58,376150000,864.58,0.0068475658544591145,867.5650000000002,838.9462000000002
1995-06-01,1995,6,1,Thursday,22,1995-22,865.67,870.21,864.21,868.82,354420000,868.82,0.00490410390081264,868.6357142857144,840.1270000000003
1995-06-02,1995,6,2,Friday,22,1995-22,867.12,875.12,863.84,872.97,351970000,872.97,0.004776551350016867,869.6378571428571,841.4044000000004
1995-06-05,1995,6,5,Monday,23,1995-23,875.25,884.18,875.25,882.85,372350000,882.85,0.0113176915751807,871.0514285714287,842.8336000000003
1995-06-06,1995,6,6,Tuesday,23,1995-23,882.83,885.83,879.4,879.4,387500000,879.4,-0.003907743407463249,871.8478571428572,844.0484000000002
1995-06-07,1995,6,7,Wednesday,23,1995-23,880.41,883.06,878.32,881.58,378420000,881.58,0.002478954531794253,872.5371428571428,845.2274000000003
1995-06-08,1995,6,8,Thursday,23,1995-23,882.18,886.3,882.18,886.13,378560000,886.13,0.005161173920421369,874.1135714285714,846.4272000000003
1995-06-09,1995,6,9,Friday,23,1995-23,885.72,885.79,880.48,884.38,382600000,884.38,-0.001974879521466466,875.5285714285714,847.7316000000002
1995-06-12,1995,6,12,Monday,24,1995-24,885.55,889.33,885.55,887.98,352760000,887.98,0.004070620735499908,876.7285714285714,849.1540000000002
1995-06-13,1995,6,13,Tuesday,24,1995-24,890.51,894.23,890.05,894.23,402980000,894.23,0.007038446966676881,877.7707142857142,850.6944000000003
1995-06-14,1995,6,14,Wednesday,24,1995-24,892.26,896.28,891.02,895.72,421450000,895.72,0.0016662271081471225,879.0378571428571,852.2478000000003
1995-06-15,1995,6,15,Thursday,24,1995-24,896.33,903.86,896.33,902.68,412280000,902.68,0.007770310141899328,880.8492857142857,854.0270000000003
1995-06-16,1995,6,16,Friday,24,1995-24,904.37,908.65,904.14,908.65,403210000,908.65,0.006613674598663133,883.4764285714284,855.8736000000004
1995-06-19,1995,6,19,Monday,25,1995-25,909.9,922.09,909.84,922.09,407000000,922.09,0.014791176008687179,888.0042857142855,858.0394000000001
1995-06-20,1995,6,20,Tuesday,25,1995-25,924.11,929.85,924.01,929.83,444490000,929.83,0.008393963722577169,892.6649999999998,860.3422000000002
1995-06-21,1995,6,21,Wednesday,25,1995-25,931.61,933.75,926.0,929.19,455280000,929.19,-0.0006883136021362812,896.9771428571428,862.5008000000001
1995-06-22,1995,6,22,Thursday,25,1995-25,941.17,941.17,931.26,940.09,474080000,940.09,0.011730673366505462,901.7714285714285,864.806
1995-06-23,1995,6,23,Friday,25,1995-25,938.65,940.1,936.73,938.87,447260000,938.87,-0.0012977818117719808,905.7728571428571,867.0128000000001
1995-06-26,1995,6,26,Monday,26,1995-26,938.33,939.14,926.79,926.98,384980000,926.98,-0.012664175775426112,909.1714285714286,868.8996000000002
1995-06-27,1995,6,27,Tuesday,26,1995-26,925.19,928.62,918.89,919.56,417490000,919.56,-0.008004469423820937,911.8842857142856,870.6744000000002
1995-06-28,1995,6,28,Wednesday,26,1995-26,918.08,921.99,913.02,920.52,395320000,920.52,0.0010440014520043395,914.3407142857143,872.5700000000002
1995-06-29,1995,6,29,Thursday,26,1995-26,921.04,927.78,919.88,926.81,368600000,926.81,0.006833070323170931,917.3714285714286,874.7752
1995-06-30,1995,6,30,Friday,26,1995-26,928.02,934.03,928.02,933.45,402140000,933.45,0.007164375293672531,920.6192857142859,877.064
1995-07-03,1995,7,3,Monday,27,1995-27,933.99,935.33,931.99,934.53,130770000,934.53,0.0011570165254914944,923.4978571428574,879.2857999999999
1995-07-05,1995,7,5,Wednesday,27,1995-27,937.05,943.48,937.05,941.82,370320000,941.82,0.007800688901167474,926.7907142857146,881.5439999999998
1995-07-06,1995,7,6,Thursday,27,1995-27,943.32,953.0,942.59,952.93,425540000,952.93,0.011796293628468124,930.3800000000002,883.9769999999999
