Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1995-05-12,1995,5,12,Friday,19,1995-19,4411.2,4435.05,4393.55,4430.56,36660000,4430.56,0.004391131972278028,4355.5828571428565,4191.8777999999975
1995-05-15,1995,5,15,Monday,20,1995-20,4430.6,4446.12,4417.76,4437.47,35130000,4437.47,0.0015596575057359452,4365.389999999999,4200.834999999997
1995-05-16,1995,5,16,Tuesday,20,1995-20,4437.5,4443.35,4429.52,4435.05,31200000,4435.05,-0.000545448203382537,4375.0485714285705,4209.584799999998
1995-05-17,1995,5,17,Wednesday,20,1995-20,4435.0,4436.09,4403.23,4422.6,27070000,4422.6,-0.0028071177505361034,4382.755714285714,4218.784199999997
1995-05-18,1995,5,18,Thursday,20,1995-20,4422.26,4422.26,4340.64,4340.64,32800000,4340.64,-0.018532075957067518,4384.1392857142855,4226.012399999998
1995-05-19,1995,5,19,Friday,20,1995-20,4340.6,4345.48,4311.24,4341.33,41940000,4341.33,0.00015894922972625736,4385.942857142857,4233.171199999997
1995-05-22,1995,5,22,Monday,21,1995-21,4341.33,4403.93,4341.33,4395.63,24330000,4395.63,0.012507642522070483,4390.710714285715,4240.371599999998
1995-05-23,1995,5,23,Tuesday,21,1995-21,4395.6,4436.78,4393.21,4436.44,32210000,4436.44,0.009284234496931276,4395.231428571428,4248.595799999997
1995-05-24,1995,5,24,Wednesday,21,1995-21,4436.4,4458.57,4404.62,4438.16,33710000,4438.16,0.00038774667672036855,4400.8385714285705,4256.383999999997
1995-05-25,1995,5,25,Thursday,21,1995-21,4438.16,4438.16,4388.71,4412.23,28960000,4412.23,-0.005842550712085948,4405.754999999999,4263.861199999998
1995-05-26,1995,5,26,Friday,21,1995-21,4412.2,4412.57,4355.16,4369.0,25460000,4369.0,-0.009797762278963784,4404.692857142855,4269.858199999998
1995-05-30,1995,5,30,Tuesday,22,1995-22,4377.0,4390.09,4352.4,4378.68,21740000,4378.68,0.0022156502131494005,4403.828571428569,4275.958799999998
1995-05-31,1995,5,31,Wednesday,22,1995-22,4378.7,4465.14,4367.61,4465.14,29470000,4465.14,0.01974566706554981,4408.151428571427,4283.587999999998
1995-06-01,1995,6,1,Thursday,22,1995-22,4465.1,4478.63,4437.47,4472.75,32350000,4472.75,0.0017042831911748824,4412.548571428569,4291.590799999998
1995-06-02,1995,6,2,Friday,22,1995-22,4472.8,4488.66,4430.56,4444.39,31720000,4444.39,-0.006340587620870863,4413.536428571426,4298.818799999999
1995-06-05,1995,6,5,Monday,23,1995-23,4444.4,4493.84,4439.55,4476.55,35950000,4476.55,0.007236013711544587,4416.327857142855,4306.593199999999
1995-06-06,1995,6,6,Tuesday,23,1995-23,4476.6,4493.5,4470.33,4485.2,32360000,4485.2,0.001932378953081626,4419.909999999997,4313.523799999999
1995-06-07,1995,6,7,Wednesday,23,1995-23,4484.5,4484.51,4448.89,4462.03,26960000,4462.03,-0.005165970112207097,4422.7264285714255,4319.617599999999
1995-06-08,1995,6,8,Thursday,23,1995-23,4462.0,4468.94,4452.69,4458.57,22540000,4458.57,-0.000775423093097749,4431.149999999997,4325.752799999999
1995-06-09,1995,6,9,Friday,23,1995-23,4458.2,4458.23,4406.69,4423.99,30320000,4423.99,-0.007755758282827707,4437.054285714284,4331.016599999999
1995-06-12,1995,6,12,Monday,24,1995-24,4424.0,4465.83,4423.99,4446.46,24860000,4446.46,0.005079063327922295,4440.684999999999,4336.494599999999
1995-06-13,1995,6,13,Tuesday,24,1995-24,4447.2,4491.77,4447.16,4484.51,25490000,4484.51,0.008557325382837266,4444.118571428569,4343.030999999999
1995-06-14,1995,6,14,Wednesday,24,1995-24,4484.5,4492.81,4463.76,4491.08,33960000,4491.08,0.0014651127644682571,4447.898571428569,4349.4843999999985
1995-06-15,1995,6,15,Thursday,24,1995-24,4491.1,4510.45,4482.09,4496.27,24250000,4496.27,0.0011556109701826855,4453.9014285714275,4355.377599999999
1995-06-16,1995,6,16,Friday,24,1995-24,4496.61,4517.02,4496.61,4510.79,47480000,4510.79,0.003229347763407553,4464.029285714284,4361.5819999999985
1995-06-19,1995,6,19,Monday,25,1995-25,4510.8,4557.13,4509.06,4553.68,23840000,4553.68,0.00950834251812438,4476.529285714283,4368.547399999999
1995-06-20,1995,6,20,Tuesday,25,1995-25,4553.7,4554.37,4535.0,4550.56,29350000,4550.56,-0.0006851858424520296,4482.630714285712,4375.706199999999
1995-06-21,1995,6,21,Wednesday,25,1995-25,4550.6,4559.21,4541.92,4547.1,30370000,4547.1,-0.0007603373854974116,4487.941428571427,4382.685199999999
1995-06-22,1995,6,22,Thursday,25,1995-25,4547.8,4589.64,4547.8,4589.64,35090000,4589.64,0.009355421730088409,4498.316428571427,4390.7364
1995-06-23,1995,6,23,Friday,25,1995-25,4589.6,4589.64,4572.0,4585.84,24240000,4585.84,-0.0008280154555792008,4506.1228571428555,4398.496999999999
1995-06-26,1995,6,26,Monday,26,1995-26,4585.8,4593.1,4549.53,4551.25,23260000,4551.25,-0.0075427500585617535,4510.840714285712,4405.3584
